epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
113,3748.26,0.81582,0.49033,0.00452,0.92262,0.82036,0.8866,0.62483,1.17778,0.58976,0.01018,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304,0.018912,0.006304
114,3781.01,0.80733,0.48313,0.00453,0.9166,0.8383,0.88925,0.63063,1.17887,0.54195,0.01009,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271,0.018813,0.006271
115,3814.65,0.81831,0.48634,0.00448,0.91385,0.83262,0.89396,0.63508,1.17345,0.56667,0.00983,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238,0.018714,0.006238
116,3847.13,0.80368,0.47978,0.00457,0.8997,0.83458,0.89211,0.62487,1.19638,0.59515,0.01023,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205,0.018615,0.006205
117,3879.67,0.81787,0.48625,0.00444,0.91052,0.83208,0.88439,0.63255,1.17836,0.58826,0.00985,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172,0.018516,0.006172
118,3912.24,0.8087,0.48336,0.00449,0.91346,0.82649,0.8858,0.62838,1.14368,0.58813,0.01006,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,3944.98,0.81791,0.48968,0.00449,0.92177,0.82543,0.88416,0.62622,1.18084,0.5685,0.01051,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,3977.7,0.80523,0.47469,0.00441,0.91297,0.84643,0.90108,0.63978,1.16673,0.54092,0.00997,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,4011.27,0.80325,0.4836,0.00429,0.91361,0.83815,0.89489,0.63312,1.18406,0.60203,0.00994,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,4043.78,0.80513,0.47579,0.00436,0.94076,0.81903,0.88866,0.64052,1.13007,0.55336,0.00985,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,4077.97,0.80477,0.47762,0.0044,0.94172,0.82977,0.89325,0.63116,1.14534,0.57156,0.01006,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,4111.72,0.80449,0.47165,0.00431,0.92001,0.85258,0.89985,0.63185,1.16448,0.57119,0.01013,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,4144.28,0.7968,0.47267,0.0044,0.92306,0.84831,0.8952,0.63664,1.17736,0.57972,0.01043,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,4176.77,0.79994,0.46908,0.00432,0.92581,0.83538,0.89526,0.64017,1.13316,0.55962,0.01003,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,4209.41,0.78761,0.46643,0.00431,0.91278,0.82824,0.88926,0.62963,1.1479,0.58732,0.01065,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,4241.94,0.79416,0.46743,0.00426,0.92771,0.80511,0.88075,0.62541,1.16058,0.58818,0.01032,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,4274.54,0.7828,0.46346,0.00429,0.9412,0.81021,0.89001,0.63616,1.13839,0.57304,0.00982,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,4307.1,0.79443,0.46218,0.00426,0.90021,0.84215,0.89166,0.63482,1.13041,0.57892,0.00944,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,4339.83,0.78307,0.46032,0.00431,0.92491,0.84479,0.88941,0.62944,1.15677,0.5962,0.00978,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,4372.52,0.78077,0.45575,0.00423,0.92253,0.83904,0.88774,0.63621,1.113,0.55699,0.0098,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,4406.14,0.78784,0.45476,0.00421,0.91518,0.83066,0.89114,0.63775,1.13764,0.56699,0.00987,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,4438.48,0.77343,0.45645,0.00423,0.92396,0.82244,0.89633,0.62939,1.13584,0.55336,0.00977,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,4471.27,0.79436,0.46295,0.00423,0.93063,0.81707,0.89281,0.63124,1.13458,0.59098,0.00961,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,4503.89,0.78493,0.45249,0.00418,0.92336,0.83859,0.88941,0.62978,1.13791,0.56665,0.00983,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
