epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
85,18713.1,1.1693,0.60808,0.00644,0.90352,0.84493,0.89909,0.58144,1.25537,0.61359,0.00999,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
86,18926.4,1.16459,0.60447,0.00637,0.90817,0.84269,0.89803,0.58264,1.25318,0.61318,0.00996,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195,0.021585,0.007195
87,19141.1,1.16796,0.60132,0.00637,0.9039,0.84648,0.89834,0.58218,1.25274,0.61398,0.00996,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162,0.021486,0.007162
88,19356.1,1.16373,0.59767,0.00636,0.90731,0.84488,0.89849,0.58306,1.25259,0.61443,0.00999,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
89,19568.9,1.16209,0.60448,0.00632,0.90535,0.84392,0.89848,0.58312,1.25207,0.61438,0.00998,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096,0.021288,0.007096
90,19783.4,1.14616,0.58711,0.00633,0.90743,0.8425,0.89814,0.58425,1.25125,0.61366,0.00997,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063,0.021189,0.007063
91,19998.4,1.14902,0.59239,0.00634,0.90754,0.84409,0.89824,0.58493,1.25081,0.6137,0.00996,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
92,20213.3,1.15084,0.59057,0.00628,0.90848,0.84293,0.89785,0.58532,1.24759,0.6183,0.00996,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997,0.020991,0.006997
93,20426.2,1.14639,0.59102,0.0063,0.90487,0.84339,0.89786,0.58542,1.24708,0.61793,0.00996,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964,0.020892,0.006964
94,20641.7,1.14705,0.58952,0.00622,0.90393,0.84477,0.89716,0.58547,1.24621,0.61707,0.00995,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931,0.020793,0.006931
95,20856.1,1.13984,0.58141,0.0062,0.90507,0.8453,0.89695,0.58558,1.24626,0.61667,0.00996,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898,0.020694,0.006898
96,21068.9,1.14222,0.58957,0.00626,0.90717,0.84454,0.89765,0.58611,1.24595,0.61632,0.00995,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865,0.020595,0.006865
97,21282.8,1.13847,0.58086,0.00613,0.90384,0.84493,0.89739,0.58635,1.24619,0.6155,0.00996,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832,0.020496,0.006832
98,21497.2,1.13692,0.57736,0.0062,0.90403,0.8448,0.89821,0.58677,1.24563,0.61557,0.00996,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799,0.020397,0.006799
99,21713,1.13452,0.57551,0.00617,0.90297,0.84415,0.8986,0.58694,1.24486,0.61546,0.00995,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766,0.020298,0.006766
100,21925.2,1.131,0.57158,0.0061,0.90337,0.84488,0.89856,0.58794,1.24371,0.61508,0.00994,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733,0.020199,0.006733
101,22139.8,1.12948,0.57191,0.00616,0.90567,0.84233,0.89788,0.58809,1.24332,0.61436,0.00992,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067,0.0201,0.0067
