epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
72,10172.9,1.05638,0.55097,0.00537,0.89753,0.84623,0.90117,0.59065,1.13189,0.57745,0.00797,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314,0.015942,0.005314
73,10313.6,1.05108,0.55013,0.0053,0.89688,0.84547,0.90061,0.59243,1.12852,0.57794,0.00794,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
74,10453.8,1.05294,0.54937,0.00527,0.88921,0.85287,0.90112,0.59367,1.12499,0.57929,0.00791,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182,0.015546,0.005182
75,10594,1.04036,0.54287,0.00528,0.89883,0.84731,0.90111,0.59461,1.12358,0.58137,0.00789,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116,0.015348,0.005116
76,10734.4,1.03593,0.53649,0.00527,0.8985,0.84739,0.90085,0.59464,1.12197,0.58047,0.0079,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
77,10874.8,1.0458,0.5373,0.00523,0.89642,0.84758,0.90023,0.59429,1.12249,0.58454,0.0079,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984,0.014952,0.004984
78,11013.6,1.02916,0.53944,0.0052,0.8994,0.84606,0.90038,0.59506,1.12162,0.58615,0.0079,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918,0.014754,0.004918
79,11154.4,1.02746,0.53375,0.00517,0.90394,0.84398,0.89979,0.59613,1.11905,0.58962,0.00788,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
80,11294.6,1.02572,0.52981,0.00506,0.90197,0.84574,0.89938,0.59663,1.11809,0.59216,0.0079,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786,0.014358,0.004786
81,11434.8,1.02154,0.52711,0.00504,0.90679,0.84368,0.89903,0.59685,1.11745,0.59054,0.00789,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472,0.01416,0.00472
82,11575.1,1.01304,0.52346,0.00512,0.89996,0.84995,0.89939,0.59835,1.11657,0.59151,0.00787,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
